customer_id,customer_name,contact_no,email,state,city,postal_code,total_purchases
customer_1046,Daniel Burnett,38067769958,brandonjordan@example.com,Nevada,Martinmouth,80556,3090
customer_1047,Andrew Johns,65831028962,kimberlybyrd@example.com,Hawaii,East Maureenburgh,13437,8477
customer_1048,John Fuller,56017022011,caroline48@example.net,Colorado,New Jorge,95279,5576
customer_1049,Michele Walters,49148267140,tiffanybailey@example.com,Alabama,Susanbury,72372,3714
customer_1050,Cynthia Mason,64971259594,brownsheri@example.org,New Mexico,South Jerry,7103,3150
customer_1051,Stephanie Chavez,48708384454,zimmermanbarry@example.net,Rhode Island,Leslieland,33184,964
customer_1052,Anthony Ritter,58755763774,ibenson@example.com,Wyoming,Johnborough,84160,5697
customer_1053,Mr. Scott White,80055068857,chloe19@example.net,Minnesota,Port Rickeyfurt,83178,1422
customer_1054,Sarah Fernandez,83653109044,audreyholland@example.net,Missouri,Port Amanda,69051,9921
customer_1055,Stephanie Ward,68124079923,andrewerickson@example.com,Arizona,Oliviamouth,36273,603
customer_1056,Nicole Garcia,54064987295,geoffrey55@example.org,Illinois,New Ashleyside,76719,324
customer_1057,Damon Allen,11361816941,larry90@example.com,Oklahoma,Watkinshaven,89183,1419
customer_1058,Connor Baker,68592199316,pfields@example.org,West Virginia,Moralesshire,52991,9680
customer_1059,Darren Joseph,34021283590,jennifer59@example.com,Louisiana,Lake Edwinfurt,32047,3950
customer_1060,Karen Fowler,75353441678,xarellano@example.org,Ohio,New Stephanie,90687,6929
customer_1061,Dwayne Santana,25969367035,david25@example.org,New York,West Thomasport,49194,4984
customer_1062,James Kaufman MD,85169886090,michele13@example.org,Colorado,East Saraland,57983,6984
customer_1063,Nancy Morales,97249215974,victoriaross@example.com,Wisconsin,Lisahaven,25069,8596
customer_1064,Andrew Garcia,88738667518,richardsonjames@example.net,Arkansas,Nortonbury,10009,4404
customer_1065,Stephanie Lopez,31694885839,bryan54@example.com,New Jersey,West Jennifer,39901,4281
customer_1066,John Cox,33186357442,lyonsraymond@example.net,Wisconsin,Emilyland,90150,2777
customer_1067,Andrew White,27407378528,beth57@example.com,Iowa,Waltersborough,99372,7507
customer_1068,Jonathan Alvarado,84128125447,michaelmcmillan@example.com,Kentucky,South Mauricemouth,32300,8456
customer_1069,Kimberly Stanley,87288787594,vanessapage@example.net,Georgia,Adamsville,70834,684
customer_1070,Martin Lewis,41641149748,hernandezmonique@example.org,North Dakota,East Christine,25966,6113
customer_1071,Kenneth Carrillo,38060809995,jnorman@example.net,Wisconsin,Lake Ricardoton,39873,7795
customer_1072,Robin Campbell,11553660525,mary08@example.org,New Mexico,Tammyview,82447,283
customer_1073,Christina Robinson,89076972824,dbruce@example.net,Massachusetts,Janetview,96367,5780
customer_1074,Scott Robbins,81412958294,christopher49@example.org,South Carolina,East Stephanie,84039,4069
customer_1075,Sarah Lambert,23914471018,nicholas35@example.org,Arizona,Port Sydney,55744,6968
customer_1076,Matthew Taylor,55437709420,lsoto@example.com,Texas,Port Brendaborough,4010,2759
customer_1077,Anthony Padilla,47680277337,tgreer@example.com,Missouri,Lake Juliaton,57349,7998
customer_1078,Tony Webster,31337092425,wilsonsusan@example.org,North Carolina,South Scottview,49271,9260
customer_1079,Stefanie Acosta,83086390246,troy51@example.com,Montana,West Angelaview,42015,106
customer_1080,Eric Martinez,92195593314,adam17@example.org,Virginia,Joneston,54280,4839
customer_1081,Kelly Rivera,68342880062,barrettdavid@example.org,Iowa,West Elizabethchester,22909,3236
customer_1082,Johnny White,81932887999,daniel69@example.com,Virginia,Lake Wesley,2877,9572
customer_1083,Jason Butler,50984875225,kenneth54@example.net,Hawaii,Brianside,23688,4617
customer_1084,Carolyn Ayala,20685730584,gravesrobert@example.org,Vermont,East Jaimeton,53334,7681
customer_1085,Lisa Marquez,17167815333,nsmith@example.com,New Hampshire,Smithhaven,43626,5875
customer_1086,Jennifer Brown,59825592543,navarroshawn@example.com,Delaware,East Sarah,10128,212
customer_1087,Jacob Greene,57359183378,rwilliams@example.net,Massachusetts,Perezmouth,82273,542
customer_1088,Katie Gutierrez,36802267817,erincrosby@example.net,Kansas,Tammyview,66959,8395
customer_1089,Erica Miller,25534096259,kimberlypreston@example.org,Connecticut,West Ryan,28787,5639
customer_1090,Kathleen Sandoval,99275273232,millerheather@example.com,North Dakota,Susanshire,3646,7216
customer_1091,Ronald Daugherty,74467971246,lwebster@example.com,Wisconsin,Lake Maureen,17866,4856
customer_1092,Nichole Lee,45163845257,tiffany34@example.org,Alabama,New Luisland,4231,1513
customer_1093,Jordan Gardner,75580788368,nicholeperry@example.com,Oklahoma,Emilychester,70447,1246
customer_1094,Kevin Nguyen,38911346365,patrickhouse@example.org,Alaska,Michellefurt,15552,7715
customer_1095,Alyssa Atkinson,98358104946,kbowers@example.net,Colorado,South Joseph,92003,3943
customer_1096,Craig Kirk,62717032397,porteralicia@example.org,Kansas,North Robertberg,13794,9706
customer_1097,Jessica Martin,97982196599,fhorn@example.net,Georgia,North Christophermouth,77599,6190
customer_1098,Stephanie Short,93992513896,jeremy44@example.com,Maryland,Lake Jasonview,79624,5095
customer_1099,Megan Day,74023968121,kkelly@example.net,Tennessee,Lewisbury,92377,2447
customer_10100,Valerie Gomez,16879091063,danielgray@example.com,Oregon,Seanton,5813,8803
customer_10101,Tina Brown,92664418833,donna56@example.org,Mississippi,New Anthonymouth,50260,2865
customer_10102,Russell Norman,25070085454,ggray@example.com,Louisiana,Jessicamouth,51868,7443
customer_10103,Sarah Rollins,14013216912,fstewart@example.org,New Hampshire,Roberthaven,53734,4407
customer_10104,Stephen Freeman,39478681253,hunterjulian@example.com,Arizona,Lake Sharonport,38264,4557
customer_10105,Troy Thompson,40833727388,christinefisher@example.org,Rhode Island,Port Wandahaven,43841,1534
customer_10106,Tonya Fisher,44216366613,laura90@example.com,Illinois,West Nicholasfurt,19773,6501
customer_10107,Kimberly Brown,83702565386,martinezkevin@example.com,Tennessee,North Donna,12864,6656
customer_10108,Amber Wood,45562205903,joannedavis@example.org,West Virginia,Port Sarahmouth,59605,3158
customer_10109,Bradley Garrett,70619722727,andrew47@example.org,Nevada,West Karafurt,60336,5087
customer_10110,Scott Benton,11937020556,ericwatson@example.org,Pennsylvania,Jessicafurt,8479,5303
customer_10111,Michelle Rose,29343702780,sarahcarroll@example.net,California,Pamelahaven,44716,6885
customer_10112,Debra Smith,14286513617,brandon40@example.net,Maryland,West Timothy,26743,8145
customer_10113,Suzanne Harmon,49502619801,christopherbennett@example.net,Tennessee,North Ashleyport,49819,8020
customer_10114,Jacob Miller,52120934199,rickeysmith@example.com,Maryland,Lake Danielbury,31321,5194
customer_10115,Timothy Maddox,37257357870,hwhite@example.com,Mississippi,Richardsside,85658,5284
customer_10116,Kristen Allen,63558216102,lopeztimothy@example.net,Louisiana,Danielbury,90534,9815
customer_10117,Matthew Blanchard DDS,30558346973,vegabrandy@example.org,Massachusetts,Robynberg,89520,5839
customer_10118,Virginia Johnson,27839043672,junderwood@example.com,Utah,East Jasonshire,27798,3664
customer_10119,Gail Russell,47954117456,ronald74@example.com,Illinois,Courtneyberg,6505,2648
customer_10120,Richard Copeland,55811195661,andersondwayne@example.net,Washington,Jenkinsmouth,50528,4536
customer_10121,Michael Singleton,58487269191,ufernandez@example.org,California,East Amanda,37886,1339
customer_10122,Marcia Booth,90976396519,amycabrera@example.net,Arizona,South Deniseberg,43096,7054
customer_10123,Gary Kaiser,74652351321,ryan38@example.net,Mississippi,Kristinahaven,1695,6940
customer_10124,Michael Gonzalez,58228335256,patrick45@example.org,Rhode Island,Port Kari,51769,2967
customer_10125,Michael Rodriguez MD,69992967566,ozuniga@example.com,Pennsylvania,East Gabrielaport,95108,9814
customer_10126,David Spencer,58910899029,justin32@example.com,North Dakota,Tuckerport,34539,1961
customer_10127,Benjamin Martin,70337669897,jillianbrown@example.com,Arkansas,East Samanthamouth,70736,6900
customer_10128,Brandi Kelly,42083768892,erikaswanson@example.org,Maine,New Anthony,6413,4258
customer_10129,Steven Martin,63428516514,donnatrevino@example.net,Colorado,East Larry,43184,4103
customer_10130,Jordan Collins,49792750723,ztaylor@example.net,Maine,Jefferymouth,1394,4193
customer_10131,Jessica Caldwell,10742799685,keithjulie@example.org,Vermont,Thomasburgh,42683,6258
customer_10132,Sherry Walters,52200648067,fgaines@example.net,South Carolina,Taraville,49939,8666
customer_10133,Jennifer Chase,49609908381,elizabeth39@example.net,West Virginia,Wardborough,48451,7058
customer_10134,Ricardo Vega,24646744081,kyoung@example.net,Arkansas,East Paulfurt,2256,3184
customer_10135,Linda Roberson,74260867826,jonestravis@example.net,Michigan,Jennaport,67141,9382
customer_10136,Cassandra Anderson,16602663760,ogonzalez@example.com,Ohio,Normanton,43170,7372
customer_10137,Betty Hall,66999548853,rogerkennedy@example.net,Rhode Island,New Lauraberg,67211,2645
customer_10138,Donna Fuller,94229116527,joybrown@example.org,Texas,Eduardostad,7894,659
customer_10139,Nicholas Grant,83044082595,holmesallen@example.net,Vermont,Christophermouth,71017,5690
customer_10140,Rachael Brown,52308818373,hkrause@example.org,Missouri,Jodyview,41066,4925
customer_10141,Jordan Rios,19341419685,cynthiamartin@example.net,Hawaii,New Danielmouth,65658,4555
customer_10142,Russell Norman,98777544523,jonesjill@example.org,Kentucky,Williamberg,6910,7140
customer_10143,Sonya Jones,37924913522,steven48@example.com,Massachusetts,Nortonport,2048,3924
customer_10144,John Nguyen,83393722036,lamdeborah@example.org,Massachusetts,Frankmouth,87805,9059
customer_10145,Seth Davis,97540007586,brandon56@example.net,Colorado,Rossborough,58327,4264
customer_10146,Steven Clark,62971493805,courtney42@example.net,Alabama,Port Annaport,8153,1453
customer_10147,Laura Anthony,54890236458,msandoval@example.com,Connecticut,Heathshire,65602,6085
customer_10148,Maria Rivas MD,65145571876,mboyer@example.com,North Carolina,New Craig,98859,6107
customer_10149,Diane Miller,15444253197,david82@example.org,Washington,Lamburgh,90205,2388
customer_10150,Arthur Richardson,25423825301,elizabeth73@example.net,Wyoming,Orozcoburgh,5835,1641
customer_10151,Jason Miller,41408038009,perrycheyenne@example.org,Kentucky,East Anthonyfurt,76017,8412
customer_10152,Tammy Barton,92108805861,jimenezmelissa@example.org,North Carolina,Lake Jonathan,86938,8873
customer_10153,Mrs. Jennifer Donovan,48716388726,ckennedy@example.net,Nebraska,Port Ericaport,10445,5205
customer_10154,Katherine Phillips,54315757192,crystal22@example.net,Georgia,New Andrewmouth,94924,2977
customer_10155,Jason Sosa,76742652429,avance@example.com,New Mexico,East Johnshire,40244,1291
customer_10156,Alexander Garcia,95765495169,hvazquez@example.net,Rhode Island,Brentfurt,23013,6676
customer_10157,Mario Gallegos,12190734497,mikeingram@example.com,Nebraska,Bruceberg,85190,7960
customer_10158,Audrey Black,44438359769,nicole65@example.net,Arizona,East Amyville,93761,8110
customer_10159,Laura Hunt,91451406526,steven58@example.org,New Jersey,Annettefurt,91150,2563
customer_10160,Maria Perez,66698388426,christophergregory@example.net,Idaho,Amberview,56038,7535
customer_10161,Michael Miller,84085226944,merrittbrandon@example.org,Texas,Joymouth,94244,4483
customer_10162,Sierra Brown,15627032095,brittany55@example.com,Nebraska,Barrettberg,75012,2820
customer_10163,Sarah Hughes,50146999497,thomasjohn@example.org,Wisconsin,West Jennifer,17362,2620
customer_10164,Tanner Fox,59524060111,david11@example.org,Georgia,South Crystalview,79298,178
customer_10165,Christopher Reyes,74869045791,lmoore@example.org,South Dakota,New Pamela,59793,4944
customer_10166,Monique Brown,33979226102,burnsamanda@example.com,North Carolina,Webermouth,2424,353
customer_10167,Jennifer Lowery,16017398375,richard64@example.net,Montana,South John,53374,9287
customer_10168,April Johnson,95837761315,allenbryan@example.com,Pennsylvania,Michaelshire,62183,1436
customer_10169,Autumn Hayes,81378566676,amberware@example.org,Wisconsin,North Kevinland,45271,1685
customer_10170,Julie Logan,31804018923,mendozajacob@example.net,North Carolina,Garyville,10269,5959
customer_10171,Leah Walters,27818225635,dannycarroll@example.com,Montana,Maynardstad,69452,6624
customer_10172,Jessica Walter,46987624334,jeffreyhutchinson@example.com,Massachusetts,Trevorshire,88051,7904
customer_10173,Kenneth Kelley,89187867356,obrown@example.net,Maryland,Millerborough,30656,9785
customer_10174,Laurie Larson,70581235247,yesenia23@example.org,Georgia,Cameronfort,29168,3444
customer_10175,Ryan Russo,96135339805,kjohnson@example.org,Oregon,Lake Jenniferberg,50774,9704
customer_10176,Jamie Ray,74480655805,robinsonjonathan@example.com,Utah,North Rachaelchester,67572,9528
customer_10177,Jessica Sparks,55601108595,ramirezmichael@example.com,Hawaii,South Rachel,98306,7034
customer_10178,Gina Harrison,97430656156,geneortiz@example.com,Maryland,Lake Emily,56541,6515
customer_10179,Sharon Jones,89151730945,vickiedorsey@example.org,Rhode Island,Jameshaven,1532,8547
customer_10180,Allison Walker,77386872677,greenbetty@example.com,South Dakota,Williamsville,39383,1053
customer_10181,Matthew Morgan,44403774156,foxscott@example.net,Texas,Kennethville,89423,6737
customer_10182,Tonya Allen,92030512076,gomezjonathan@example.com,Indiana,Port Annton,75623,1346
customer_10183,Jeremy King,35831413080,dean82@example.net,Alabama,South Williamborough,40434,5684
customer_10184,Krystal Gilbert,72191907317,ryanparks@example.net,South Dakota,East Melissatown,75610,1107
customer_10185,Paul White,27922450177,vjenkins@example.com,Oklahoma,Jeanetteport,4929,7238
customer_10186,Tracy Perez,75756216089,rebecca45@example.com,Kentucky,Petersonhaven,35926,1927
customer_10187,Victoria Martinez,91718976843,znunez@example.com,Washington,West Madeline,60892,2546
customer_10188,Michael Nelson,86032447621,theodore08@example.org,Ohio,Bankston,98486,9031
customer_10189,Kaitlyn Robinson,93230828927,destrada@example.com,Ohio,West Timothy,66473,1893
customer_10190,Crystal Ochoa,71513392073,owilliams@example.org,Montana,Caitlinhaven,80469,491
customer_10191,Alexis Peterson,88805295955,halejohn@example.org,Nebraska,East Johnland,69942,4859
customer_10192,Alicia Contreras,32220966148,manndarren@example.com,Oklahoma,Port Kristina,33663,7153
customer_10193,Jake Garcia,86285096150,marthameyer@example.org,New Hampshire,South Davidtown,20701,6745
customer_10194,Stephen Sweeney,88042403394,adamhancock@example.com,New Jersey,New John,7041,915
customer_10195,Cheryl Love,83858521594,devinaustin@example.com,Tennessee,New Markhaven,56324,252
customer_10196,Justin Hester,62316668649,brittneyromero@example.net,Nebraska,Phillipside,86801,1796
customer_10197,Darlene Alvarado,66005912215,gwilson@example.net,New Jersey,East Sarahmouth,24846,478
customer_10198,Phillip Armstrong,86841128604,yshaw@example.com,Maryland,Johnsonland,79652,9426
customer_10199,Calvin Jones,71601880925,andrew12@example.com,Ohio,East Jasmine,34589,6797
customer_10200,Joel Martin,24812374911,joycebaker@example.org,Indiana,Sanchezmouth,57274,6012
customer_10201,Michelle King,66740166882,brendaquinn@example.net,Oklahoma,Websterbury,88076,4543
customer_10202,Jason Spencer,87669905386,hrojas@example.org,Ohio,Michelleshire,57046,5049
customer_10203,Mr. Kyle James,51040754329,zhayes@example.net,Rhode Island,North Jennifer,95835,1724
customer_10204,Mary Wilson,37239779318,johndavis@example.net,Massachusetts,New Jameshaven,13770,7674
customer_10205,Raymond Daniel,35101146991,morganstevens@example.com,Mississippi,North Christineberg,85467,908
customer_10206,Jeremy Lara,73237226149,seanlyons@example.com,West Virginia,South Jeremychester,38580,3450
customer_10207,Eric Benson,90129782845,francomatthew@example.net,Alaska,New Sherri,80353,8681
customer_10208,Tracy Jones,56024996201,jacob68@example.org,Nevada,Tuckerborough,35437,4672
customer_10209,Devin Jennings,45577203408,rtaylor@example.net,South Carolina,Keithtown,48280,133
customer_10210,Raven Dudley,27849675028,dawnhowell@example.org,West Virginia,Justinhaven,78455,4299
customer_10211,Cassidy Francis,97501297681,kevinsmith@example.net,Arkansas,Kaitlynside,37647,7669
customer_10212,Ann Lopez,73175196260,tara77@example.net,Tennessee,Karenport,35651,9749
customer_10213,Diana Rogers,12481669731,mcbridedavid@example.com,Arizona,Lake Kelli,74009,1056
customer_10214,Kimberly Ellis,64638840937,brian42@example.net,Missouri,Reyesville,45330,9237
customer_10215,Brittany Smith,16711939529,jhowell@example.com,Maryland,North Madison,15312,4057
customer_10216,Timothy Williams,82035006032,dianasilva@example.org,Oregon,Lake Matthewburgh,7695,4469
customer_10217,Melanie Hayes,81534983657,kentwatson@example.org,Missouri,East Christopherburgh,99174,4582
customer_10218,Melissa Glover,60196803281,herreradana@example.org,Kansas,Chambersshire,77909,3847
customer_10219,Michael Collins,90644112097,madeline12@example.net,Arkansas,Sharonmouth,86016,3701
customer_10220,Melody Arnold,13852920208,summersbrian@example.com,California,Lake Marcus,95189,9912
customer_10221,Kim Bennett,27643925936,christian61@example.org,New Jersey,Steventon,25423,2806
customer_10222,Lisa Rodriguez,40881162471,kevin14@example.org,Wisconsin,New Kimberly,98001,1587
customer_10223,Alex Lee,31422931508,dhenderson@example.org,New Mexico,South Georgeside,1376,5009
customer_10224,Jessica Collins,68269212653,jwaller@example.org,Maryland,Michaeltown,13247,5070
customer_10225,Catherine Franklin,32053612144,daniellemann@example.com,West Virginia,Lake Philip,48308,900
customer_10226,Stacy Kelly,67824671216,bbaldwin@example.com,Alaska,Williamfurt,43277,1288
customer_10227,Hayley Miles,31715505005,james31@example.org,Montana,Karenmouth,24265,477
customer_10228,Jocelyn Park,95939895184,kharris@example.net,South Dakota,Elizabethville,45259,3081
customer_10229,James Lopez,15336184778,donaldhunt@example.net,Mississippi,Rhondaland,82254,8446
customer_10230,Penny Coleman,54562233015,rebecca94@example.net,Hawaii,Chelseafort,63771,4964
customer_10231,Jennifer Chang,73528963576,heidi42@example.org,South Carolina,West Michelefort,34278,7450
customer_10232,Elizabeth Gibson,97632342795,justingordon@example.org,Texas,Lake Dawn,50997,5952
customer_10233,Kelly Lopez,12776516674,lfoster@example.com,South Dakota,Port Russell,51969,7271
customer_10234,David Williams,49504263853,lindseygray@example.net,Michigan,Deniseville,13883,6598
customer_10235,Angel Doyle,50224456767,petersdavid@example.org,Idaho,East Katherinefurt,56715,3177
customer_10236,Ryan Herrera,45607018610,xmorton@example.net,New Hampshire,East Jennymouth,42685,9718
customer_10237,Veronica Shelton,18234410316,edwardsfrank@example.net,Maine,Lake Jamesmouth,41265,8251
customer_10238,Carlos Salinas,18442676724,nguyenkent@example.com,Florida,Port Mario,59877,5541
customer_10239,Amy Powell,84484211847,leonardmichael@example.org,Texas,Williammouth,39100,4872
customer_10240,Brian Coleman,28489417649,michaelmartinez@example.com,North Carolina,South Ashley,81035,3748
customer_10241,Kristi Grant,82535104015,joshuabrooks@example.net,Connecticut,Tylerchester,83429,1679
customer_10242,Donald Mcguire,55976899214,matthew02@example.com,Mississippi,South Gregoryborough,67080,8396
customer_10243,Heather Lopez,64200601298,floresalan@example.org,North Dakota,Smithborough,40975,787
customer_10244,Joseph Bryan,92177888986,pennyguerrero@example.com,Rhode Island,Hartborough,68373,7320
customer_10245,Jennifer Martinez,83017144847,qanderson@example.com,Louisiana,South Codyton,13636,174
customer_10246,Sarah Schneider,68167330330,chadshelton@example.net,Michigan,Belindahaven,2448,7343
customer_10247,Laura Daniels,36718805983,hfarmer@example.org,North Carolina,Reevesshire,19489,4693
customer_10248,Kristy Green,93954730356,morgantina@example.net,Illinois,Marshtown,60512,7036
customer_10249,Christine Moss,88733369911,mbeltran@example.org,North Dakota,Salaston,42281,1641
customer_10250,Timothy Cole,99731802449,laura32@example.net,Ohio,New Lindamouth,53506,4515
customer_10251,Joshua Martinez,72136499319,ztucker@example.com,Nebraska,Gregoryburgh,11564,3054
customer_10252,Steve King,81623433245,daniel14@example.com,North Carolina,Hicksport,86258,4633
customer_10253,Leslie Mendoza DVM,73412060269,iross@example.net,Alabama,Jonathantown,88112,6693
customer_10254,Marie Miller,84241710642,bryan31@example.org,Georgia,Stephanieshire,56049,5096
customer_10255,Kenneth Davis,57549085413,stanleyjohn@example.org,Iowa,Wesleyton,91003,6522
customer_10256,Shannon Adkins,20285087217,raymond26@example.com,Hawaii,Lake Brett,65063,3150
customer_10257,Vanessa Noble,36420952141,juan92@example.net,Florida,North Vanessaton,1787,6674
customer_10258,Peggy Hensley,19023533124,hamiltonbruce@example.com,North Carolina,Darrellshire,45799,1479
customer_10259,Bryce Levine,44913571616,srobbins@example.org,Pennsylvania,South Clarence,80544,4385
customer_10260,Michelle Kim,27739767877,davisbailey@example.com,Tennessee,North Travisport,82849,4870
customer_10261,Elizabeth Adams,24238078892,perrymichelle@example.com,New York,South Elizabethstad,50801,529
customer_10262,Erika Carr,76623223310,ehamilton@example.net,Virginia,East Davidhaven,13258,8119
customer_10263,Toni Padilla,45321360999,garciawhitney@example.net,Rhode Island,Garciabury,34033,5229
customer_10264,David Rodriguez,74976679331,timothy62@example.com,Kentucky,West Kristen,27953,607
customer_10265,Marie Patrick,88539335319,davidmccormick@example.com,Iowa,New John,16599,3533
customer_10266,Logan Brown,52945344820,amanda69@example.com,Maine,Williamsville,8038,7798
customer_10267,Angela Calderon,10426209095,abishop@example.net,Iowa,Port Jennifer,57669,190
customer_10268,Ronnie Miller,13111126539,flowersbradley@example.com,California,Danamouth,73695,8399
customer_10269,Carrie Perez,35673155279,huynhfrancis@example.net,Massachusetts,Thomasview,44423,8623
customer_10270,Danny Kelly,30985312202,jgriffith@example.org,Oregon,Pruittstad,69719,3751
customer_10271,Christopher Williams,61665119535,toddevans@example.org,Illinois,Andreaville,37373,1886
customer_10272,Thomas Perez,54231955795,ierickson@example.net,Oregon,Zacharyhaven,85099,103
customer_10273,Caroline Dyer,90335337241,williamsondavid@example.net,Texas,East Dylanshire,85214,8149
customer_10274,David Pierce,96925477642,kathryn54@example.net,North Carolina,New Benjaminside,83676,3031
customer_10275,David Williams,66930912755,gabriel82@example.org,Kentucky,East Maryport,83350,9959
customer_10276,Brenda Todd,23433529261,gespinoza@example.com,New Jersey,Robertburgh,18585,8094
customer_10277,Derek Kelley,58475339657,sellersamy@example.net,Oregon,Lake Jessica,14134,425
customer_10278,Kathleen Johnson,82801325045,pdavenport@example.net,Georgia,Mariahstad,11425,9891
customer_10279,Wendy Griffin,82320731405,cbecker@example.org,Nebraska,East Wayne,72027,1346
customer_10280,Kyle Mccarty,82780998038,juliabarnes@example.com,Nebraska,West Anthony,82741,5896
customer_10281,Leslie Rodriguez,80315538870,bsmith@example.net,North Dakota,New Richard,99073,1899
customer_10282,Dustin Young,48852234666,dperez@example.net,Ohio,Lake Kevin,15385,6165
customer_10283,Cynthia Ayers,16955124682,singletonmarcus@example.net,Arkansas,Baldwinville,40660,1289
customer_10284,Michael Cantu,27416341053,todd60@example.org,Mississippi,North Raymond,34096,9934
customer_10285,Shelby Ibarra,71015604744,anthony79@example.net,Virginia,West Edwardfort,55061,2509
customer_10286,Michael Smith,73064406111,jaclynrobertson@example.org,New Hampshire,Alexview,74981,5851
customer_10287,Luis Johnston,78274433402,tracygolden@example.net,Alaska,New Gavin,28742,2714
customer_10288,Tracy Vargas,57027774472,ashley31@example.org,Oklahoma,East Bradleyfort,54324,7848
customer_10289,Misty Cox,70294044094,bailey62@example.org,Florida,New Patrick,84973,7845
customer_10290,Gina Parks,43791215143,andrew79@example.org,New Hampshire,Toniberg,16786,5287
customer_10291,Alexandria Miller,35188926385,sampsonbrent@example.org,Colorado,West Susanchester,46355,9517
customer_10292,Jaime Kelly,29367846225,benjamintodd@example.net,Massachusetts,Lake Joshuabury,25520,7895
